09.03.2017                                                                                                                                                                                                                                                                                                                                                                                                           Dynamic List Display                                                                                                                                                                                                                                                                                                                                                                                                                  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List of Sales Orders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doc. date,,,01.01.2016     To   31.12.2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,bb,Document,cc,Item,SLNo,Description,SaTy,Doc. Date,ConfirmQty,PO Number,PO number,Batch,Valid from,Valid to,Dlv.Date,Created by,BB,Sold-to pt,Exch.Rate,Order qty,SLoc,DlBl,Material,BUn,Name 1,Cust.price,per,UoM,CdCur, Net price,per,UoM,  Net value, Net Value,Dv,S,Status,SOff.,SGrp,SOrg.,SU,ShPt,DChl,GI Date,Curr.,Plnt,Order qty,Descriptn,OrdRs,Rj,Prb,Address,DocCa,D/C,List Lev.,Pricing dt,TranslDate,TranslDate,ERTy,Segment,VPe,UnV,VCat,Inst.date,AcceptDate,ContrctEnd,CPrc,Actn,RecCanc.,RqCancDt,P,Re,CanclDoc,DtCancDc,DismDate,ActDt,Actn,Descriptn,Loc.ID,Created on,Time,Ship cond,Descript.,Site Loc C,SH Name 1,House No.,SH Street,SH City,SH Region,Descript.,Postl Code,Assignment,ED,Val. Type
,X,202285371,,10,1,HelixHX7 5W-40_12*1L_A0FI,ZOR,20.12.2016,3,2016122075,2016122075,,,,23.12.2016,ESELFSERVE,,10376329,1,3,,,550013350,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,1 138.44,1,CAR,39 183.66,3 415.32,3,C,Completed,A023,BHL,HK08,CAR,373,14,21.12.2016,HKD,H122,3,,,,100,1262881,C,,,20.12.2016,,,,,,,,,,,,,,,,,,,,,,,,20.12.2016,9:54:20,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
,X,202285371,,20,1,Advance SX2Solvfe_12*1L_A0FF,ZOR,20.12.2016,1,2016122075,2016122075,,,,23.12.2016,ESELFSERVE,,10376329,1,1,,,550025595,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,429.9,1,CAR,39 183.66,429.9,3,C,Completed,A023,BHL,HK08,CAR,373,14,21.12.2016,HKD,H122,1,,,,100,1262881,C,,,20.12.2016,,,,,,,,,,,,,,,,,,,,,,,,20.12.2016,9:54:20,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
,X,202285371,,30,1,Advance VSX 2 FC/EGD_12*1L_A238,ZOR,20.12.2016,2,2016122075,2016122075,,,,23.12.2016,ESELFSERVE,,10376329,1,2,,,550025036,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,611.42,1,CAR,39 183.66,1 222.84,3,C,Completed,A023,BHL,HK08,CAR,373,14,21.12.2016,HKD,H122,2,,,,100,1262881,C,,,20.12.2016,,,,,,,,,,,,,,,,,,,,,,,,20.12.2016,9:54:20,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
,X,202285371,,40,1,HelixUltra5W40_12*1L_A0FI,ZOR,20.12.2016,2,2016122075,2016122075,,,,23.12.2016,ESELFSERVE,,10376329,1,2,,,550013469,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,1 994.27,1,CAR,39 183.66,3 988.54,3,C,Completed,A023,BHL,HK08,CAR,373,14,21.12.2016,HKD,H122,2,,,,100,1262881,C,,,20.12.2016,,,,,,,,,,,,,,,,,,,,,,,,20.12.2016,9:54:20,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
,X,202285371,,50,1,HelixUltra5W40_4*4L_A0FF,ZOR,20.12.2016,10,2016122075,2016122075,,,,23.12.2016,ESELFSERVE,,10376329,1,10,,,550013354,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,2 067.80,1,CAR,39 183.66,20 678.00,3,C,Completed,A023,BHL,HK08,CAR,373,14,21.12.2016,HKD,H122,10,,,,100,1262881,C,,,20.12.2016,,,,,,,,,,,,,,,,,,,,,,,,20.12.2016,9:54:20,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
,X,202285371,,60,1,Spirax S2 ATF D2_4*4L_A0FF,ZOR,20.12.2016,1,2016122075,2016122075,,,,23.12.2016,ESELFSERVE,,10376329,1,1,,,550025607,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,1 038.13,1,CAR,39 183.66,1 038.13,3,C,Completed,A023,BHL,HK08,CAR,373,14,21.12.2016,HKD,H122,1,,,,100,1262881,C,,,20.12.2016,,,,,,,,,,,,,,,,,,,,,,,,20.12.2016,9:54:20,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
,X,202285371,,70,1,Flushing Oil D 22_4*4L_A0FI,ZOR,20.12.2016,2,2016122075,2016122075,,,,23.12.2016,ESELFSERVE,,10376329,1,2,,,550013461,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,509.51,1,CAR,39 183.66,1 019.02,3,C,Completed,A023,BHL,HK08,CAR,373,14,21.12.2016,HKD,H122,2,,,,100,1262881,C,,,20.12.2016,,,,,,,,,,,,,,,,,,,,,,,,20.12.2016,9:54:20,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
,X,202285371,,80,1,Advan4TUlt10W40SNMA2_12*1L_A0FI,ZOR,20.12.2016,1,2016122075,2016122075,,,,23.12.2016,ESELFSERVE,,10376329,1,1,,,550042984,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,1 532.51,1,CAR,39 183.66,1 532.51,3,C,Completed,A023,BHL,HK08,CAR,373,14,21.12.2016,HKD,H122,1,,,,100,1262881,C,,,20.12.2016,,,,,,,,,,,,,,,,,,,,,,,,20.12.2016,9:54:20,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
,X,202285371,,90,1,RimR4X15W40CI4E7DH1_4*4L_A0FF,ZOR,20.12.2016,0,2016122075,2016122075,,,,23.12.2016,ESELFSERVE,,10376329,1,10,,,550044362,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,585.94,1,CAR,39 183.66,5 859.40,3,C,Completed,A023,BHL,HK08,CAR,373,14,21.12.2016,HKD,H122,10,,,,100,1262881,C,,,20.12.2016,,,,,,,,,,,,,,,,,,,,,,,,20.12.2016,9:54:20,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
,X,202285371,,90,2,RimR4X15W40CI4E7DH1_4*4L_A0FF,ZOR,20.12.2016,10,2016122075,2016122075,,,,28.12.2016,ESELFSERVE,,10376329,1,10,,,550044362,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,585.94,1,CAR,39 183.66,5 859.40,3,C,Completed,A023,BHL,HK08,CAR,373,14,23.12.2016,HKD,H122,0,,,,100,1262881,C,,,20.12.2016,,,,,,,,,,,,,,,,,,,,,,,,20.12.2016,9:54:20,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,,
,X,202216434,,10,1,HelixHX7 5W-40_4*4L_A0FF,ZOR,19.12.2016,4,19-Dec,19-Dec,,,,22.12.2016,ESELFSERVE,,10376329,1,4,,,550013351,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,1 232.00,1,CAR,40 665.26,4 928.00,3,C,Completed,A023,BHL,HK08,CAR,373,14,20.12.2016,HKD,H122,4,,,,100,1262881,C,,,19.12.2016,,,,,,,,,,,,,,,,,,,,,,,,19.12.2016,1:10:42,11,Road Delivery,10045175,SHELL MARINA GARDEN,866,AVENIDA DA AMIZADE,MACAU,,,853,,UA,TA
,X,202216434,,20,1,HelixUltra5W40_4*4L_A0FF,ZOR,19.12.2016,10,19-Dec,19-Dec,,,,22.12.2016,ESELFSERVE,,10376329,1,10,,,550013354,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,2 067.80,1,CAR,40 665.26,20 678.00,3,C,Completed,A023,BHL,HK08,CAR,373,14,20.12.2016,HKD,H122,10,,,,100,1262881,C,,,19.12.2016,,,,,,,,,,,,,,,,,,,,,,,,19.12.2016,1:10:42,11,Road Delivery,10045175,SHELL MARINA GARDEN,866,AVENIDA DA AMIZADE,MACAU,,,853,,UA,TA
,X,202216434,,30,1,Spirax S2 ATF D2_12*1L_A0FF,ZOR,19.12.2016,3,19-Dec,19-Dec,,,,22.12.2016,ESELFSERVE,,10376329,1,3,,,550025608,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,773.82,1,CAR,40 665.26,2 321.46,3,C,Completed,A023,BHL,HK08,CAR,373,14,20.12.2016,HKD,H122,3,,,,100,1262881,C,,,19.12.2016,,,,,,,,,,,,,,,,,,,,,,,,19.12.2016,1:10:42,11,Road Delivery,10045175,SHELL MARINA GARDEN,866,AVENIDA DA AMIZADE,MACAU,,,853,,UA,TA
,X,202216434,,40,2,RimR4X15W40CI4E7DH1_4*4L_A0FF,ZOR,19.12.2016,10,19-Dec,19-Dec,,,,28.12.2016,ESELFSERVE,,10376329,1,10,,,550044362,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,585.94,1,CAR,40 665.26,5 859.40,3,C,Completed,A023,BHL,HK08,CAR,373,14,23.12.2016,HKD,H122,0,,,,100,1262881,C,,,19.12.2016,,,,,,,,,,,,,,,,,,,,,,,,19.12.2016,1:10:42,11,Road Delivery,10045175,SHELL MARINA GARDEN,866,AVENIDA DA AMIZADE,MACAU,,,853,,,
,X,202216434,,40,1,RimR4X15W40CI4E7DH1_4*4L_A0FF,ZOR,19.12.2016,0,19-Dec,19-Dec,,,,22.12.2016,ESELFSERVE,,10376329,1,10,,,550044362,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,585.94,1,CAR,40 665.26,5 859.40,3,C,Completed,A023,BHL,HK08,CAR,373,14,20.12.2016,HKD,H122,10,,,,100,1262881,C,,,19.12.2016,,,,,,,,,,,,,,,,,,,,,,,,19.12.2016,1:10:42,11,Road Delivery,10045175,SHELL MARINA GARDEN,866,AVENIDA DA AMIZADE,MACAU,,,853,,UA,TA
,X,202216434,,50,1,RimulaR6LM10W40CJ-4_4*4L_A0FF,ZOR,19.12.2016,6,19-Dec,19-Dec,,,,22.12.2016,ESELFSERVE,,10376329,1,6,,,550044537,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,1 146.40,1,CAR,40 665.26,6 878.40,3,C,Completed,A023,BHL,HK08,CAR,373,14,20.12.2016,HKD,H122,6,,,,100,1262881,C,,,19.12.2016,,,,,,,,,,,,,,,,,,,,,,,,19.12.2016,1:10:42,11,Road Delivery,10045175,SHELL MARINA GARDEN,866,AVENIDA DA AMIZADE,MACAU,,,853,,UA,TA
,X,201743717,,10,1,HelixUltra5W40_4*4L_A0FF,ZOR,07.12.2016,0,,,,,,09.12.2016,ESELFSERVE,,12248467,1,30,,,550013354,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,2 067.80,1,CAR,122 968.21,62 034.00,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,30,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,UA,TA
,X,201743717,,10,2,HelixUltra5W40_4*4L_A0FF,ZOR,07.12.2016,30,,,,,,10.12.2016,ESELFSERVE,,12248467,1,30,,,550013354,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,2 067.80,1,CAR,122 968.21,62 034.00,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,0,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,,
,X,201743717,,20,1,HelixHX7 5W-40_4*4L_A0FF,ZOR,07.12.2016,0,,,,,,09.12.2016,ESELFSERVE,,12248467,1,5,,,550013351,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,1 232.00,1,CAR,122 968.21,6 160.00,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,5,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,UA,TA
,X,201743717,,20,2,HelixHX7 5W-40_4*4L_A0FF,ZOR,07.12.2016,5,,,,,,10.12.2016,ESELFSERVE,,12248467,1,5,,,550013351,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,1 232.00,1,CAR,122 968.21,6 160.00,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,0,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,,
,X,201743717,,30,1,Advance VSX 2 FC/EGD_12*1L_A238,ZOR,07.12.2016,0,,,,,,09.12.2016,ESELFSERVE,,12248467,1,20,,,550025036,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,611.42,1,CAR,122 968.21,12 228.40,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,20,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,UA,TA
,X,201743717,,30,2,Advance VSX 2 FC/EGD_12*1L_A238,ZOR,07.12.2016,20,,,,,,10.12.2016,ESELFSERVE,,12248467,1,20,,,550025036,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,611.42,1,CAR,122 968.21,12 228.40,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,0,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,,
,X,201743717,,40,1,Advance SX2Solvfe_12*1L_A0FF,ZOR,07.12.2016,0,,,,,,09.12.2016,ESELFSERVE,,12248467,1,5,,,550025595,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,429.9,1,CAR,122 968.21,2 149.50,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,5,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,UA,TA
,X,201743717,,40,2,Advance SX2Solvfe_12*1L_A0FF,ZOR,07.12.2016,5,,,,,,10.12.2016,ESELFSERVE,,12248467,1,5,,,550025595,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,429.9,1,CAR,122 968.21,2 149.50,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,0,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,,
,X,201743717,,50,1,HelixUltraRac10W60_4*4L_A0FF,ZOR,07.12.2016,0,,,,,,09.12.2016,ESELFSERVE,,12248467,1,2,,,550013476,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,2 580.15,1,CAR,122 968.21,5 160.30,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,2,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,UA,TA
,X,201743717,,50,2,HelixUltraRac10W60_4*4L_A0FF,ZOR,07.12.2016,2,,,,,,10.12.2016,ESELFSERVE,,12248467,1,2,,,550013476,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,2 580.15,1,CAR,122 968.21,5 160.30,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,0,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,,
,X,201743717,,60,2,Advan4TAX710W40SLMA2_12*1L_A0FF,ZOR,07.12.2016,5,,,,,,10.12.2016,ESELFSERVE,,12248467,1,5,,,550025647,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,1 054.85,1,CAR,122 968.21,5 274.25,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,0,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,UA,TA
,X,201743717,,60,1,Advan4TAX710W40SLMA2_12*1L_A0FF,ZOR,07.12.2016,0,,,,,,09.12.2016,ESELFSERVE,,12248467,1,5,,,550025647,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,1 054.85,1,CAR,122 968.21,5 274.25,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,5,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,,
,X,201743717,,70,1,Spirax S5 ATF X_12*1L_A0FF,ZOR,07.12.2016,0,,,,,,09.12.2016,ESELFSERVE,,12248467,1,5,,,550025623,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,869.36,1,CAR,122 968.21,4 346.80,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,5,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,UA,TA
,X,201743717,,70,2,Spirax S5 ATF X_12*1L_A0FF,ZOR,07.12.2016,5,,,,,,10.12.2016,ESELFSERVE,,12248467,1,5,,,550025623,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,869.36,1,CAR,122 968.21,4 346.80,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,0,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,,
,X,201743717,,80,1,Advan4TUlt10W40SNMA2_12*1L_A0FI,ZOR,07.12.2016,0,,,,,,09.12.2016,ESELFSERVE,,12248467,1,3,,,550042984,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,1 532.52,1,CAR,122 968.21,4 597.56,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,3,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,UA,TA
,X,201743717,,80,2,Advan4TUlt10W40SNMA2_12*1L_A0FI,ZOR,07.12.2016,3,,,,,,10.12.2016,ESELFSERVE,,12248467,1,3,,,550042984,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,1 532.52,1,CAR,122 968.21,4 597.56,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,0,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,,
,X,201743717,,90,1,RimR4X15W40CI4E7DH1_4*4L_A0FF,ZOR,07.12.2016,0,,,,,,09.12.2016,ESELFSERVE,,12248467,1,30,,,550044362,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,585.94,1,CAR,122 968.21,17 578.20,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,30,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,UA,TA
,X,201743717,,90,2,RimR4X15W40CI4E7DH1_4*4L_A0FF,ZOR,07.12.2016,30,,,,,,10.12.2016,ESELFSERVE,,12248467,1,30,,,550044362,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,585.94,1,CAR,122 968.21,17 578.20,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,0,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,,
,X,201743717,,100,1,RimulaR6LM10W40CJ-4_4*4L_A0FF,ZOR,07.12.2016,0,,,,,,09.12.2016,ESELFSERVE,,12248467,1,3,,,550044537,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,1 146.40,1,CAR,122 968.21,3 439.20,3,C,Completed,A023,BHL,HK08,CAR,373,14,08.12.2016,HKD,H122,3,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,UA,TA
,X,201743717,,100,2,RimulaR6LM10W40CJ-4_4*4L_A0FF,ZOR,07.12.2016,3,,,,,,13.12.2016,ESELFSERVE,,12248467,1,3,,,550044537,CAR,YING FUNG MANAGEMENT COMPANY LTD,,0,,,1 146.40,1,CAR,122 968.21,3 439.20,3,C,Completed,A023,BHL,HK08,CAR,373,14,10.12.2016,HKD,H122,0,,,,100,33716150,C,,,07.12.2016,,,,,,,,,,,,,,,,,,,,,,,,07.12.2016,2:01:10,11,Road Delivery,10045177,SHELL AREIA PRETA,25,RUA SEIS  BAIRRO DA AREIA PRET,MACAU,,,853,,,
,X,201105696,,10,1,HelixHX7 5W-40_12*1L_A0FI,ZOR,21.11.2016,5,2016111674,2016111674,,,,24.11.2016,ESELFSERVE,,10376329,1,5,,,550013350,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,1 138.44,1,CAR,52 509.25,5 692.20,3,C,Completed,A023,BHL,HK08,CAR,373,14,22.11.2016,HKD,H122,5,,,,100,1262881,C,,,21.11.2016,,,,,,,,,,,,,,,,,,,,,,,,21.11.2016,7:05:03,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
,X,201105696,,20,1,HelixHX7 5W-40_4*4L_A0FF,ZOR,21.11.2016,8,2016111674,2016111674,,,,24.11.2016,ESELFSERVE,,10376329,1,8,,,550013351,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,1 232.00,1,CAR,52 509.25,9 856.00,3,C,Completed,A023,BHL,HK08,CAR,373,14,22.11.2016,HKD,H122,8,,,,100,1262881,C,,,21.11.2016,,,,,,,,,,,,,,,,,,,,,,,,21.11.2016,7:05:03,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
,X,201105696,,30,1,Advance SX2Solvfe_12*1L_A0FF,ZOR,21.11.2016,2,2016111674,2016111674,,,,24.11.2016,ESELFSERVE,,10376329,1,2,,,550025595,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,429.9,1,CAR,52 509.25,859.8,3,C,Completed,A023,BHL,HK08,CAR,373,14,22.11.2016,HKD,H122,2,,,,100,1262881,C,,,21.11.2016,,,,,,,,,,,,,,,,,,,,,,,,21.11.2016,7:05:03,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
,X,201105696,,40,1,Advance VSX 2 FC/EGD_12*1L_A238,ZOR,21.11.2016,2,2016111674,2016111674,,,,24.11.2016,ESELFSERVE,,10376329,1,2,,,550025036,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,611.42,1,CAR,52 509.25,1 222.84,3,C,Completed,A023,BHL,HK08,CAR,373,14,22.11.2016,HKD,H122,2,,,,100,1262881,C,,,21.11.2016,,,,,,,,,,,,,,,,,,,,,,,,21.11.2016,7:05:03,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
,X,201105696,,50,1,HelixUltra5W40_12*1L_A0FI,ZOR,21.11.2016,5,2016111674,2016111674,,,,24.11.2016,ESELFSERVE,,10376329,1,5,,,550013469,CAR,LUEN YING HONG COMPANY LIMITED,,0,,,1 994.26,1,CAR,52 509.25,9 971.30,3,C,Completed,A023,BHL,HK08,CAR,373,14,22.11.2016,HKD,H122,5,,,,100,1262881,C,,,21.11.2016,,,,,,,,,,,,,,,,,,,,,,,,21.11.2016,7:05:03,11,Road Delivery,10045176,SHELL TAIPA,279,ESTRADA GOVERNR ALBANO DE OLIV,MACAU,,,853,,UA,TA
